,loan_amnt,date,dti,zip_code,emp_length,date
11036200,15000.0,2017-11-22,5.2%,405xx,< 1 year,2017-11-22
19754022,30000.0,2018-11-04,12.41%,197xx,< 1 year,2018-11-04
16620104,5000.0,2018-07-18,29.08%,104xx,< 1 year,2018-07-18
8175812,40000.0,2017-07-18,66.2%,912xx,< 1 year,2017-07-18
7343276,40000.0,2017-06-07,29.46%,900xx,< 1 year,2017-06-07
4595091,1200.0,2016-12-19,25.77%,701xx,5 years,2016-12-19
17185357,16000.0,2018-08-07,34.15%,271xx,< 1 year,2018-08-07
20859932,40000.0,2018-12-12,49.57%,347xx,< 1 year,2018-12-12
19288646,40000.0,2018-10-18,20.15%,328xx,< 1 year,2018-10-18
11790629,10000.0,2017-12-28,0%,104xx,< 1 year,2017-12-28
20284016,30000.0,2018-11-23,8.6%,403xx,< 1 year,2018-11-23
213902,3000.0,2016-01-20,-1%,283xx,< 1 year,2016-01-20
2418014,9000.0,2016-07-25,43.05%,444xx,< 1 year,2016-07-25
5660775,15000.0,2017-02-28,144.42%,751xx,< 1 year,2017-02-28
1631313,8000.0,2016-05-13,27.96%,038xx,< 1 year,2016-05-13
17397208,3000.0,2018-08-14,12.86%,863xx,< 1 year,2018-08-14
19925626,10000.0,2018-11-10,20.48%,982xx,< 1 year,2018-11-10
13498363,15000.0,2018-03-21,38.37%,338xx,< 1 year,2018-03-21
8214342,25000.0,2017-07-19,46.36%,925xx,< 1 year,2017-07-19
2493354,6000.0,2016-07-30,183.65%,801xx,< 1 year,2016-07-30
19526350,30000.0,2018-10-26,4.68%,752xx,< 1 year,2018-10-26
5521744,20000.0,2017-02-18,10.14%,973xx,< 1 year,2017-02-18
4631323,15000.0,2016-12-20,19.54%,628xx,5 years,2016-12-20
10554921,20000.0,2017-11-02,48.19%,711xx,< 1 year,2017-11-02
16833231,7775.0,2018-07-25,100%,114xx,< 1 year,2018-07-25
9322329,21000.0,2017-09-08,100%,900xx,< 1 year,2017-09-08
3088400,5000.0,2016-09-10,0%,837xx,< 1 year,2016-09-10
418701,6500.0,2016-02-08,24.73%,070xx,< 1 year,2016-02-08
6833132,5000.0,2017-05-12,29.93%,656xx,< 1 year,2017-05-12
2546577,40000.0,2016-08-03,5.35%,787xx,< 1 year,2016-08-03
15269649,15000.0,2018-05-29,41.39%,325xx,< 1 year,2018-05-29
17844369,30000.0,2018-08-29,5.86%,207xx,10+ years,2018-08-29
20430279,20000.0,2018-11-28,19.58%,373xx,< 1 year,2018-11-28
11975228,5000.0,2018-01-07,12.17%,180xx,< 1 year,2018-01-07
19497564,10000.0,2018-10-25,21.77%,880xx,< 1 year,2018-10-25
19602796,2500.0,2018-10-30,41.57%,785xx,4 years,2018-10-30
12944378,10000.0,2018-02-22,21.68%,928xx,< 1 year,2018-02-22
9646141,35000.0,2017-09-22,45.82%,238xx,< 1 year,2017-09-22
19972174,10000.0,2018-11-12,10.74%,207xx,< 1 year,2018-11-12
16028630,8500.0,2018-06-25,0.96%,206xx,< 1 year,2018-06-25
10447526,18000.0,2017-10-28,44.29%,436xx,< 1 year,2017-10-28
4953857,5000.0,2017-01-12,13.08%,891xx,< 1 year,2017-01-12
18846622,12500.0,2018-10-03,4.53%,850xx,3 years,2018-10-03
20678555,10000.0,2018-12-06,35.96%,339xx,< 1 year,2018-12-06
17230399,15000.0,2018-08-08,13.49%,339xx,< 1 year,2018-08-08
2725496,5000.0,2016-08-16,0%,342xx,< 1 year,2016-08-16
5117653,15000.0,2017-01-23,43.2%,891xx,< 1 year,2017-01-23
459713,35000.0,2016-02-11,25.2%,712xx,< 1 year,2016-02-11
11292738,35000.0,2017-12-04,12.37%,750xx,8 years,2017-12-04
17828859,5000.0,2018-08-29,11.54%,263xx,< 1 year,2018-08-29
12989605,30000.0,2018-02-25,32.75%,347xx,< 1 year,2018-02-25
14161778,2000.0,2018-04-19,30.76%,967xx,< 1 year,2018-04-19
457714,1000.0,2016-02-11,39.69%,900xx,5 years,2016-02-11
14132330,3000.0,2018-04-18,100%,481xx,< 1 year,2018-04-18
8864820,20000.0,2017-08-17,54.22%,775xx,< 1 year,2017-08-17
16284118,25000.0,2018-07-06,100%,770xx,< 1 year,2018-07-06
6305541,15000.0,2017-04-11,-1%,452xx,< 1 year,2017-04-11
8340426,10000.0,2017-07-25,9.33%,916xx,< 1 year,2017-07-25
10231399,20000.0,2017-10-19,23.23%,175xx,2 years,2017-10-19
20850148,6000.0,2018-12-11,100%,282xx,< 1 year,2018-12-11
16506718,20000.0,2018-07-14,44.97%,132xx,< 1 year,2018-07-14
19316169,35000.0,2018-10-19,6.78%,799xx,< 1 year,2018-10-19
17235722,6000.0,2018-08-08,100%,410xx,< 1 year,2018-08-08
7807162,10000.0,2017-06-30,2.01%,760xx,< 1 year,2017-06-30
891121,25000.0,2016-03-17,23.25%,661xx,< 1 year,2016-03-17
19568697,3500.0,2018-10-29,11.43%,313xx,< 1 year,2018-10-29
13403251,1500.0,2018-03-16,11.56%,935xx,< 1 year,2018-03-16
20177779,15000.0,2018-11-19,2.94%,786xx,< 1 year,2018-11-19
13032930,34000.0,2018-02-27,7.85%,945xx,< 1 year,2018-02-27
4453231,1000.0,2016-12-09,22.95%,970xx,< 1 year,2016-12-09
7033758,5000.0,2017-05-23,33.13%,770xx,< 1 year,2017-05-23
17152053,20000.0,2018-08-06,26.11%,802xx,< 1 year,2018-08-06
7466955,3000.0,2017-06-13,24.89%,922xx,< 1 year,2017-06-13
2512274,1000.0,2016-08-01,8.31%,775xx,< 1 year,2016-08-01
8494716,9000.0,2017-07-31,8.04%,802xx,< 1 year,2017-07-31
19911851,10000.0,2018-11-09,1.07%,119xx,< 1 year,2018-11-09
13893803,7000.0,2018-04-09,9.1%,707xx,< 1 year,2018-04-09
20820508,30000.0,2018-12-11,22.65%,281xx,< 1 year,2018-12-11
9220393,35000.0,2017-09-04,54.98%,454xx,< 1 year,2017-09-04
18435435,18475.0,2018-09-18,22.36%,856xx,< 1 year,2018-09-18
11580445,7000.0,2017-12-16,11.95%,070xx,< 1 year,2017-12-16
6121705,5000.0,2017-03-30,10.02%,373xx,< 1 year,2017-03-30
12547758,2600.0,2018-02-02,43.32%,906xx,< 1 year,2018-02-02
18057564,15000.0,2018-09-06,43.29%,544xx,< 1 year,2018-09-06
12558132,15000.0,2018-02-03,22.13%,083xx,< 1 year,2018-02-03
7315849,1000.0,2017-06-06,5.75%,081xx,< 1 year,2017-06-06
2053201,8000.0,2016-06-29,16.53%,925xx,< 1 year,2016-06-29
12760641,15000.0,2018-02-13,100%,235xx,< 1 year,2018-02-13
6678712,9000.0,2017-05-03,2.33%,744xx,< 1 year,2017-05-03
15999459,5000.0,2018-06-24,100%,227xx,< 1 year,2018-06-24
12380463,18000.0,2018-01-25,4.39%,770xx,< 1 year,2018-01-25
9940799,15000.0,2017-10-06,8.69%,972xx,< 1 year,2017-10-06
9793395,8000.0,2017-09-29,38.1%,973xx,< 1 year,2017-09-29
15407877,3000.0,2018-06-03,16.3%,770xx,< 1 year,2018-06-03
18557110,7000.0,2018-09-23,6.33%,226xx,< 1 year,2018-09-23
7340661,11000.0,2017-06-07,6.97%,900xx,5 years,2017-06-07
1708696,20000.0,2016-05-26,18.63%,231xx,< 1 year,2016-05-26
13148280,4500.0,2018-03-05,1.68%,070xx,< 1 year,2018-03-05
6031363,12000.0,2017-03-24,26.5%,034xx,< 1 year,2017-03-24
11376785,11000.0,2017-12-07,100%,334xx,< 1 year,2017-12-07
10655528,5000.0,2017-11-07,19.16%,295xx,< 1 year,2017-11-07
15325875,5000.0,2018-05-30,5.07%,328xx,< 1 year,2018-05-30
20142313,15000.0,2018-11-17,13.37%,212xx,< 1 year,2018-11-17
11428939,1500.0,2017-12-10,21.3%,672xx,< 1 year,2017-12-10
9248616,35000.0,2017-09-05,23.71%,030xx,5 years,2017-09-05
9472209,10000.0,2017-09-15,57.96%,972xx,< 1 year,2017-09-15
12450314,8500.0,2018-01-29,27.39%,711xx,< 1 year,2018-01-29
5236585,18875.0,2017-01-30,29.45%,323xx,< 1 year,2017-01-30
14289632,10000.0,2018-04-24,109.22%,301xx,< 1 year,2018-04-24
13973244,15000.0,2018-04-11,21.64%,233xx,< 1 year,2018-04-11
20345710,1000.0,2018-11-26,3.88%,891xx,3 years,2018-11-26
10365403,3000.0,2017-10-25,44.96%,943xx,< 1 year,2017-10-25
13314759,2000.0,2018-03-13,0.11%,366xx,< 1 year,2018-03-13
3278326,3000.0,2016-09-24,22.33%,631xx,5 years,2016-09-24
4943421,3000.0,2017-01-11,0%,330xx,< 1 year,2017-01-11
9039439,1000.0,2017-08-26,12.48%,606xx,5 years,2017-08-26
2983491,20000.0,2016-09-02,21.31%,629xx,< 1 year,2016-09-02
19319499,10000.0,2018-10-19,206.5%,783xx,< 1 year,2018-10-19
18238297,32000.0,2018-09-12,100%,951xx,< 1 year,2018-09-12
10094722,13000.0,2017-10-13,4.06%,337xx,< 1 year,2017-10-13
6532827,12000.0,2017-04-25,60.59%,626xx,< 1 year,2017-04-25
14531641,30000.0,2018-05-02,14.27%,071xx,< 1 year,2018-05-02
6787159,6000.0,2017-05-09,5.33%,331xx,< 1 year,2017-05-09
708921,17000.0,2016-03-05,72.79%,580xx,< 1 year,2016-03-05
11772477,25000.0,2017-12-27,0%,319xx,< 1 year,2017-12-27
4239257,7500.0,2016-11-28,35.9%,610xx,< 1 year,2016-11-28
3464510,3500.0,2016-10-08,14.68%,325xx,< 1 year,2016-10-08
19266997,4000.0,2018-10-18,35.72%,774xx,< 1 year,2018-10-18
8545951,16150.0,2017-08-02,100%,952xx,< 1 year,2017-08-02
17785686,1000.0,2018-08-27,2.59%,464xx,< 1 year,2018-08-27
13591177,10000.0,2018-03-26,100%,070xx,< 1 year,2018-03-26
6840465,5000.0,2017-05-12,1.45%,928xx,< 1 year,2017-05-12
14765654,5000.0,2018-05-10,27.41%,820xx,< 1 year,2018-05-10
2893221,2000.0,2016-08-27,10.59%,114xx,< 1 year,2016-08-27
7829114,4000.0,2017-07-02,40.48%,906xx,< 1 year,2017-07-02
14364931,6000.0,2018-04-26,6.23%,913xx,< 1 year,2018-04-26
11649172,10000.0,2017-12-20,0%,606xx,< 1 year,2017-12-20
2733181,10000.0,2016-08-16,0%,440xx,< 1 year,2016-08-16
5374540,3000.0,2017-02-08,13.56%,902xx,< 1 year,2017-02-08
2131426,5000.0,2016-07-05,31.32%,068xx,3 years,2016-07-05
1357579,40000.0,2016-04-21,9.03%,773xx,3 years,2016-04-21
6443790,40000.0,2017-04-19,10.99%,531xx,10+ years,2017-04-19
6846145,20000.0,2017-05-13,24.36%,723xx,< 1 year,2017-05-13
8920735,35000.0,2017-08-21,13.84%,967xx,< 1 year,2017-08-21
20581757,1000.0,2018-12-03,0.56%,100xx,< 1 year,2018-12-03
3590645,2000.0,2016-10-17,7.12%,191xx,< 1 year,2016-10-17
16326741,35000.0,2018-07-08,21.84%,217xx,< 1 year,2018-07-08
3567163,15000.0,2016-10-14,6.59%,940xx,< 1 year,2016-10-14
17280210,10000.0,2018-08-10,7.91%,317xx,< 1 year,2018-08-10
12542983,2500.0,2018-02-02,11.75%,315xx,< 1 year,2018-02-02
19928742,25000.0,2018-11-10,33.82%,760xx,< 1 year,2018-11-10
21123751,1000.0,2018-12-21,2.3%,857xx,5 years,2018-12-21
9832892,18000.0,2017-10-01,38.47%,729xx,< 1 year,2017-10-01
953169,15000.0,2016-03-21,11.89%,275xx,< 1 year,2016-03-21
7441229,3000.0,2017-06-12,6.64%,280xx,< 1 year,2017-06-12
11941485,8000.0,2018-01-05,1.12%,549xx,< 1 year,2018-01-05
18751788,8000.0,2018-10-01,33.58%,945xx,< 1 year,2018-10-01
21198107,40000.0,2018-12-26,43.84%,776xx,< 1 year,2018-12-26
8218497,16000.0,2017-07-19,40.4%,376xx,< 1 year,2017-07-19
16867863,15000.0,2018-07-26,34.42%,785xx,< 1 year,2018-07-26
2568,5000.0,2016-01-01,19.95%,115xx,< 1 year,2016-01-01
4166089,25000.0,2016-11-22,20.08%,606xx,< 1 year,2016-11-22
10456406,7000.0,2017-10-29,100%,315xx,< 1 year,2017-10-29
10534328,2600.0,2017-11-01,14.5%,211xx,< 1 year,2017-11-01
6233897,15000.0,2017-04-06,-1%,531xx,< 1 year,2017-04-06
14663016,5000.0,2018-05-08,39.45%,672xx,< 1 year,2018-05-08
6823350,13000.0,2017-05-11,17.01%,302xx,< 1 year,2017-05-11
20853462,4000.0,2018-12-11,1815.94%,979xx,< 1 year,2018-12-11
14723270,23000.0,2018-05-09,30.34%,809xx,10+ years,2018-05-09
4288319,30000.0,2016-11-30,33.36%,068xx,< 1 year,2016-11-30
9453127,12000.0,2017-09-14,9.01%,662xx,< 1 year,2017-09-14
13251645,40000.0,2018-03-09,18.26%,431xx,6 years,2018-03-09
18156494,10000.0,2018-09-09,19.35%,982xx,< 1 year,2018-09-09
14592058,30000.0,2018-05-04,15.15%,774xx,< 1 year,2018-05-04
3415522,1500.0,2016-10-04,27.25%,300xx,< 1 year,2016-10-04
6650523,6000.0,2017-05-02,34.15%,294xx,< 1 year,2017-05-02
9425830,10000.0,2017-09-13,10.92%,605xx,< 1 year,2017-09-13
7168230,1000.0,2017-05-30,1.2%,171xx,5 years,2017-05-30
758208,17000.0,2016-03-09,20.12%,115xx,< 1 year,2016-03-09
13533417,1500.0,2018-03-22,25.01%,236xx,< 1 year,2018-03-22
1990215,20000.0,2016-06-24,60.33%,799xx,< 1 year,2016-06-24
16015085,5000.0,2018-06-25,12.7%,563xx,1 year,2018-06-25
2710984,7000.0,2016-08-15,45.71%,478xx,< 1 year,2016-08-15
4174428,9000.0,2016-11-22,34.35%,925xx,< 1 year,2016-11-22
17499824,2500.0,2018-08-17,0%,850xx,< 1 year,2018-08-17
18348724,29000.0,2018-09-16,24.61%,388xx,< 1 year,2018-09-16
20297165,2500.0,2018-11-24,7.3%,212xx,< 1 year,2018-11-24
72876,17500.0,2016-01-08,0.6%,228xx,5 years,2016-01-08
13969512,4500.0,2018-04-11,13.29%,600xx,< 1 year,2018-04-11
11536603,5000.0,2017-12-14,15.25%,485xx,< 1 year,2017-12-14
5680326,4000.0,2017-03-01,19.55%,834xx,< 1 year,2017-03-01
20512726,40000.0,2018-12-01,46.75%,923xx,< 1 year,2018-12-01
13906927,10000.0,2018-04-09,14.97%,330xx,< 1 year,2018-04-09
16323126,40000.0,2018-07-08,5.9%,321xx,< 1 year,2018-07-08
17740872,35000.0,2018-08-26,20.32%,113xx,< 1 year,2018-08-26
755177,5000.0,2016-03-08,18.06%,104xx,< 1 year,2016-03-08
20587352,8000.0,2018-12-04,100%,349xx,< 1 year,2018-12-04
6592992,10000.0,2017-04-28,5.44%,450xx,1 year,2017-04-28
16048897,3000.0,2018-06-26,4.7%,358xx,< 1 year,2018-06-26
17834883,15000.0,2018-08-29,35.86%,480xx,< 1 year,2018-08-29
21257547,2500.0,2018-12-28,5.86%,200xx,10+ years,2018-12-28
16261767,28000.0,2018-07-05,2.58%,550xx,< 1 year,2018-07-05
14135463,10000.0,2018-04-18,31.32%,530xx,< 1 year,2018-04-18
13510613,20000.0,2018-03-21,31.21%,230xx,< 1 year,2018-03-21
9561457,35000.0,2017-09-19,19.33%,441xx,< 1 year,2017-09-19
3243578,20000.0,2016-09-21,15.44%,891xx,< 1 year,2016-09-21
962265,20000.0,2016-03-22,5.4%,100xx,< 1 year,2016-03-22
3252146,5000.0,2016-09-22,27.96%,323xx,< 1 year,2016-09-22
19153584,4000.0,2018-10-14,7.08%,111xx,< 1 year,2018-10-14
10129867,15000.0,2017-10-15,20.48%,820xx,4 years,2017-10-15
7391519,2000.0,2017-06-09,3%,531xx,< 1 year,2017-06-09
6095528,3200.0,2017-03-28,34.53%,782xx,5 years,2017-03-28
14672953,5000.0,2018-05-08,52%,400xx,< 1 year,2018-05-08
4128237,25000.0,2016-11-19,0.33%,113xx,< 1 year,2016-11-19
1293218,8000.0,2016-04-15,9999%,221xx,< 1 year,2016-04-15
17006362,35000.0,2018-07-31,25.27%,793xx,< 1 year,2018-07-31
17363327,10000.0,2018-08-13,20.64%,255xx,< 1 year,2018-08-13
20229388,25000.0,2018-11-20,14.35%,797xx,< 1 year,2018-11-20
3786143,8500.0,2016-10-29,34.12%,275xx,< 1 year,2016-10-29
10431239,15000.0,2017-10-27,54.33%,334xx,< 1 year,2017-10-27
20670461,8000.0,2018-12-06,264.7%,600xx,< 1 year,2018-12-06
15203029,1600.0,2018-05-25,14.66%,973xx,< 1 year,2018-05-25
18810636,1000.0,2018-10-02,6.18%,232xx,< 1 year,2018-10-02
11499483,6000.0,2017-12-13,10.57%,201xx,< 1 year,2017-12-13
20596206,9000.0,2018-12-04,47.81%,071xx,< 1 year,2018-12-04
11460984,6000.0,2017-12-11,10.64%,622xx,< 1 year,2017-12-11
5505139,4400.0,2017-02-17,13.57%,980xx,5 years,2017-02-17
12290813,4500.0,2018-01-22,34.4%,360xx,< 1 year,2018-01-22
20938136,15000.0,2018-12-14,34.54%,350xx,< 1 year,2018-12-14
13990375,1500.0,2018-04-12,0.09%,333xx,< 1 year,2018-04-12
864036,8400.0,2016-03-16,52.29%,162xx,< 1 year,2016-03-16
11161675,10000.0,2017-11-28,4.69%,921xx,< 1 year,2017-11-28
9368239,3000.0,2017-09-11,45.94%,325xx,< 1 year,2017-09-11
11003771,10000.0,2017-11-21,49.52%,465xx,< 1 year,2017-11-21
20477867,7000.0,2018-11-30,55.07%,800xx,< 1 year,2018-11-30
13141421,5000.0,2018-03-05,19.79%,064xx,< 1 year,2018-03-05
13069080,18000.0,2018-03-01,26.21%,178xx,10+ years,2018-03-01
3821744,3000.0,2016-11-01,53.1%,792xx,< 1 year,2016-11-01
17476602,10000.0,2018-08-16,4.53%,606xx,< 1 year,2018-08-16
1396894,15000.0,2016-04-24,25.4%,710xx,< 1 year,2016-04-24
3166773,40000.0,2016-09-15,14.38%,480xx,< 1 year,2016-09-15
18930145,9000.0,2018-10-06,28.68%,619xx,< 1 year,2018-10-06
9559777,18000.0,2017-09-19,25.27%,190xx,< 1 year,2017-09-19
11154422,3000.0,2017-11-28,26.23%,206xx,< 1 year,2017-11-28
2025796,2000.0,2016-06-27,34.06%,184xx,< 1 year,2016-06-27
2433949,35000.0,2016-07-26,17.81%,331xx,10+ years,2016-07-26
10457649,4000.0,2017-10-29,20.04%,442xx,< 1 year,2017-10-29
11033126,1000.0,2017-11-22,1.08%,105xx,< 1 year,2017-11-22
783069,4000.0,2016-03-10,16632.5%,836xx,< 1 year,2016-03-10
12561112,7000.0,2018-02-03,16.11%,463xx,< 1 year,2018-02-03
5440064,10000.0,2017-02-13,25.84%,054xx,< 1 year,2017-02-13
14872692,10000.0,2018-05-15,6.61%,390xx,< 1 year,2018-05-15
19625416,4000.0,2018-10-30,31.56%,853xx,< 1 year,2018-10-30
2787227,5000.0,2016-08-19,5.42%,331xx,< 1 year,2016-08-19
18715601,30000.0,2018-09-29,25.61%,981xx,< 1 year,2018-09-29
11909542,20000.0,2018-01-04,100%,034xx,< 1 year,2018-01-04
16198935,10000.0,2018-07-02,8.91%,775xx,< 1 year,2018-07-02
13589713,10000.0,2018-03-26,18.57%,494xx,< 1 year,2018-03-26
7847030,10000.0,2017-07-03,53.22%,117xx,< 1 year,2017-07-03
18561722,39100.0,2018-09-23,100%,782xx,1 year,2018-09-23
12384032,2500.0,2018-01-25,14.76%,144xx,< 1 year,2018-01-25
16272939,12000.0,2018-07-05,1.08%,025xx,< 1 year,2018-07-05
4459648,1000.0,2016-12-10,14.11%,740xx,< 1 year,2016-12-10
1115576,25000.0,2016-04-03,6.99%,381xx,< 1 year,2016-04-03
18082167,25000.0,2018-09-06,44.18%,604xx,< 1 year,2018-09-06
5085251,5000.0,2017-01-20,42.91%,984xx,< 1 year,2017-01-20
13167704,5000.0,2018-03-06,9.98%,152xx,< 1 year,2018-03-06
18584580,10000.0,2018-09-24,26.96%,212xx,< 1 year,2018-09-24
13529418,24525.0,2018-03-22,85.49%,385xx,< 1 year,2018-03-22
12164505,4000.0,2018-01-16,44.41%,370xx,< 1 year,2018-01-16
18441915,6500.0,2018-09-19,20.53%,760xx,< 1 year,2018-09-19
8148381,5000.0,2017-07-17,0.78%,021xx,5 years,2017-07-17
11177787,5000.0,2017-11-29,7.32%,958xx,< 1 year,2017-11-29
2886024,25000.0,2016-08-26,15.41%,913xx,< 1 year,2016-08-26
14164481,15000.0,2018-04-19,100%,021xx,< 1 year,2018-04-19
8490031,4000.0,2017-07-31,17.62%,322xx,< 1 year,2017-07-31
17306645,15000.0,2018-08-11,22.96%,112xx,10+ years,2018-08-11
16822857,15000.0,2018-07-25,27.02%,360xx,< 1 year,2018-07-25
16823911,7500.0,2018-07-25,17.76%,440xx,< 1 year,2018-07-25
5707752,5000.0,2017-03-02,39.02%,917xx,< 1 year,2017-03-02
15174976,2500.0,2018-05-24,0.77%,752xx,< 1 year,2018-05-24
15118833,10000.0,2018-05-23,106.56%,785xx,< 1 year,2018-05-23
13707682,3000.0,2018-03-31,5.98%,184xx,< 1 year,2018-03-31
5136937,5000.0,2017-01-24,18.02%,380xx,< 1 year,2017-01-24
12812197,5000.0,2018-02-16,0%,323xx,< 1 year,2018-02-16
15357186,1000.0,2018-05-31,2.26%,303xx,< 1 year,2018-05-31
85373,14000.0,2016-01-09,43.13%,601xx,< 1 year,2016-01-09
7922086,10000.0,2017-07-07,100%,480xx,< 1 year,2017-07-07
5461392,40000.0,2017-02-14,30.19%,770xx,< 1 year,2017-02-14
10725603,4000.0,2017-11-09,100%,757xx,< 1 year,2017-11-09
17950977,5000.0,2018-09-02,0.47%,452xx,< 1 year,2018-09-02
2525185,5000.0,2016-08-02,47.28%,785xx,< 1 year,2016-08-02
15526457,30000.0,2018-06-07,100%,480xx,< 1 year,2018-06-07
2465694,8000.0,2016-07-28,42.42%,088xx,< 1 year,2016-07-28
14418829,10000.0,2018-04-29,41.96%,280xx,< 1 year,2018-04-29
16377644,4000.0,2018-07-10,172.68%,268xx,< 1 year,2018-07-10
11377048,10000.0,2017-12-07,100%,914xx,< 1 year,2017-12-07
15779467,10000.0,2018-06-16,48.1%,323xx,< 1 year,2018-06-16
4347220,11000.0,2016-12-04,63.83%,188xx,< 1 year,2016-12-04
7265496,6500.0,2017-06-03,14.87%,173xx,5 years,2017-06-03
12186427,15000.0,2018-01-17,31.71%,190xx,< 1 year,2018-01-17
2504134,2700.0,2016-07-31,19.23%,280xx,5 years,2016-07-31
17943959,10000.0,2018-09-02,23.84%,871xx,< 1 year,2018-09-02
17468831,4500.0,2018-08-16,100%,071xx,< 1 year,2018-08-16
1673648,3000.0,2016-05-19,23.32%,081xx,< 1 year,2016-05-19
4515492,10000.0,2016-12-13,25.93%,481xx,< 1 year,2016-12-13
3796135,10000.0,2016-10-30,13.61%,334xx,< 1 year,2016-10-30
8676354,20000.0,2017-08-09,6.16%,480xx,< 1 year,2017-08-09
8760426,20000.0,2017-08-13,27.39%,371xx,< 1 year,2017-08-13
12364429,5000.0,2018-01-24,23.49%,810xx,< 1 year,2018-01-24
12359377,40000.0,2018-01-24,22.76%,335xx,< 1 year,2018-01-24
10506897,16000.0,2017-10-31,187.6%,880xx,< 1 year,2017-10-31
6992843,10000.0,2017-05-21,18.87%,329xx,5 years,2017-05-21
3860035,25000.0,2016-11-03,9999%,801xx,< 1 year,2016-11-03
8889127,3500.0,2017-08-18,4.16%,724xx,5 years,2017-08-18
4345525,4000.0,2016-12-04,4.37%,532xx,< 1 year,2016-12-04
2356652,3500.0,2016-07-20,8.54%,121xx,< 1 year,2016-07-20
794565,35000.0,2016-03-11,21.44%,945xx,< 1 year,2016-03-11
6239661,5000.0,2017-04-06,99999%,234xx,< 1 year,2017-04-06
9599710,6000.0,2017-09-20,1.07%,352xx,< 1 year,2017-09-20
14530762,20000.0,2018-05-02,54.2%,291xx,< 1 year,2018-05-02
14962635,25000.0,2018-05-17,42.81%,270xx,< 1 year,2018-05-17
4488241,5000.0,2016-12-12,11.99%,915xx,< 1 year,2016-12-12
17693071,20000.0,2018-08-24,0.75%,021xx,< 1 year,2018-08-24
3762197,3000.0,2016-10-27,-1%,932xx,< 1 year,2016-10-27
18244683,25000.0,2018-09-12,16.99%,207xx,< 1 year,2018-09-12
18282942,30000.0,2018-09-13,1.97%,100xx,< 1 year,2018-09-13
3284695,8000.0,2016-09-25,13.08%,601xx,5 years,2016-09-25
19442980,5000.0,2018-10-24,19.33%,970xx,< 1 year,2018-10-24
17258757,2000.0,2018-08-09,19.76%,553xx,< 1 year,2018-08-09
17193830,35000.0,2018-08-07,0%,100xx,< 1 year,2018-08-07
219532,2000.0,2016-01-21,0%,570xx,5 years,2016-01-21
19549556,20000.0,2018-10-28,100%,402xx,< 1 year,2018-10-28
9735230,10000.0,2017-09-26,68.39%,724xx,< 1 year,2017-09-26
16127577,2500.0,2018-06-29,49.72%,857xx,< 1 year,2018-06-29
2393874,1000.0,2016-07-22,1.5%,898xx,< 1 year,2016-07-22
11284704,2500.0,2017-12-04,1.72%,347xx,< 1 year,2017-12-04
13114136,1500.0,2018-03-03,13.82%,383xx,< 1 year,2018-03-03
16865663,5000.0,2018-07-26,10.06%,212xx,< 1 year,2018-07-26
10589525,15350.0,2017-11-04,100%,761xx,< 1 year,2017-11-04
9803796,6000.0,2017-09-29,2.08%,298xx,3 years,2017-09-29
236987,3000.0,2016-01-22,291.73%,956xx,< 1 year,2016-01-22
17992345,16000.0,2018-09-04,14.84%,840xx,3 years,2018-09-04
13056629,10000.0,2018-02-28,22.26%,934xx,< 1 year,2018-02-28
4588989,20000.0,2016-12-18,29.68%,923xx,5 years,2016-12-18
17222036,3000.0,2018-08-08,15.65%,319xx,< 1 year,2018-08-08
17599341,8000.0,2018-08-21,21.16%,551xx,< 1 year,2018-08-21
5678493,3000.0,2017-03-01,20.09%,087xx,< 1 year,2017-03-01
11069435,30000.0,2017-11-24,6.26%,065xx,< 1 year,2017-11-24
7939767,20000.0,2017-07-08,5.71%,928xx,< 1 year,2017-07-08
14320246,1500.0,2018-04-25,10.6%,757xx,< 1 year,2018-04-25
3686504,20000.0,2016-10-23,10.32%,469xx,< 1 year,2016-10-23
18625170,16000.0,2018-09-25,599.18%,985xx,< 1 year,2018-09-25
15005967,15000.0,2018-05-18,100%,238xx,< 1 year,2018-05-18
20924755,10000.0,2018-12-14,29.76%,773xx,< 1 year,2018-12-14
20003454,10000.0,2018-11-13,26.56%,728xx,< 1 year,2018-11-13
10124785,29675.0,2017-10-14,100%,951xx,7 years,2017-10-14
15370601,35000.0,2018-06-01,100%,405xx,< 1 year,2018-06-01
8943952,20000.0,2017-08-22,45.1%,730xx,< 1 year,2017-08-22
20219032,10500.0,2018-11-20,41.4%,370xx,< 1 year,2018-11-20
3690678,4000.0,2016-10-24,32.42%,142xx,< 1 year,2016-10-24
12541882,25000.0,2018-02-02,10.89%,303xx,< 1 year,2018-02-02
17190569,1000.0,2018-08-07,43.16%,316xx,< 1 year,2018-08-07
1659771,2000.0,2016-05-17,23.31%,349xx,5 years,2016-05-17
13611923,15000.0,2018-03-26,14.17%,462xx,< 1 year,2018-03-26
7730958,4000.0,2017-06-27,11.41%,752xx,5 years,2017-06-27
702199,15000.0,2016-03-04,67%,801xx,< 1 year,2016-03-04
1671659,1000.0,2016-05-19,7.58%,435xx,< 1 year,2016-05-19
3804689,10000.0,2016-10-31,13.12%,402xx,< 1 year,2016-10-31
14595088,10000.0,2018-05-05,11.04%,208xx,< 1 year,2018-05-05
4053873,10100.0,2016-11-16,74.24%,026xx,< 1 year,2016-11-16
11277408,35000.0,2017-12-04,11.1%,280xx,< 1 year,2017-12-04
